Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	ncRNA processing (GO:0034470)	4/227	8.310641424378912e-05	0.0007922811491241229	0	0	20.84515958849908	195.8483762644925	RPL30;RPL13A;RPS20;RPS21
GO_Biological_Process_2018	translation (GO:0006412)	4/232	9.041734371507226e-05	0.0008081050094534583	0	0	20.382868937048503	189.78641025312817	RPL30;RPL13A;RPS20;RPS21
GO_Biological_Process_2018	3'-UTR-mediated mRNA stabilization (GO:0070935)	2/17	0.00014145138530987652	0.0011898557705477	0	0	140.09824561403508	1241.7684306790552	YBX3;HNRNPA0
GO_Biological_Process_2018	cellular macromolecule biosynthetic process (GO:0034645)	4/367	0.0005213166075575102	0.0040915759621965	0	0	12.714957057203046	96.1143058948544	RPL30;RPL13A;RPS20;RPS21
GO_Biological_Process_2018	mRNA stabilization (GO:0048255)	2/33	0.0005436359670051372	0.0040915759621965	0	0	67.73514431239389	509.18070720221294	YBX3;HNRNPA0
GO_Biological_Process_2018	cellular protein metabolic process (GO:0044267)	4/484	0.0014615188392155	0.0104498597003909	0	0	9.558333333333334	62.39946756994048	RPL30;RPL13A;RPS20;RPS21
GO_Biological_Process_2018	negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	2/62	0.0019116332618349	0.013017312211543	0	0	34.94561403508772	218.75246008365065	YBX3;TPT1
GO_Biological_Process_2018	cellular hyperosmotic response (GO:0071474)	1/6	0.0062841913325394	0.0388107205056232	0	0	199.74	1012.6254955871668	YBX3
GO_Biological_Process_2018	negative regulation of necroptotic process (GO:0060546)	1/6	0.0062841913325394	0.0388107205056232	0	0	199.74	1012.6254955871668	YBX3
GO_Biological_Process_2018	lysosomal lumen acidification (GO:0007042)	1/7	0.0073278982772855	0.0388107205056232	0	0	166.44166666666666	818.2383072102982	ATP6V0C
GO_Biological_Process_2018	negative regulation of necrotic cell death (GO:0060547)	1/7	0.0073278982772855	0.0388107205056232	0	0	166.44166666666666	818.2383072102982	YBX3
GO_Biological_Process_2018	hyperosmotic response (GO:0006972)	1/7	0.0073278982772855	0.0388107205056232	0	0	166.44166666666666	818.2383072102982	YBX3
GO_Biological_Process_2018	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)	1/7	0.0073278982772855	0.0388107205056232	0	0	166.44166666666666	818.2383072102982	RPS21
GO_Biological_Process_2018	negative regulation of programmed cell death (GO:0043069)	3/408	0.0085306274377962	0.0435671329858877	0	0	8.055144032921811	38.37545017481134	NME2;YBX3;TPT1
GO_Biological_Process_2018	nucleoside triphosphate biosynthetic process (GO:0009142)	1/9	0.0094121824505319	0.0448647363475357	0	0	124.81875	582.3731356633181	NME2
GO_Biological_Process_2018	nucleoside phosphate biosynthetic process (GO:1901293)	1/9	0.0094121824505319	0.0448647363475357	0	0	124.81875	582.3731356633181	NME2
GO_Biological_Process_2018	regulation of cytoplasmic translation (GO:2000765)	1/10	0.0104527615118676	0.0452952998847598	0	0	110.94444444444444	506.0053047065427	YBX3
GO_Biological_Process_2018	glycine metabolic process (GO:0006544)	1/10	0.0104527615118676	0.0452952998847598	0	0	110.94444444444444	506.0053047065427	TDH
GO_Biological_Process_2018	regulation of lysosomal lumen pH (GO:0035751)	1/10	0.0104527615118676	0.0452952998847598	0	0	110.94444444444444	506.0053047065427	ATP6V0C
GO_Biological_Process_2018	response to lipopolysaccharide (GO:0032496)	2/155	0.0113779794334332	0.0469542534809674	0	0	13.640178878568973	61.05446940588135	PABPN1;HNRNPA0
GO_Biological_Process_2018	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	1/11	0.0114922998030339	0.0469542534809674	0	0	99.845	445.9155629250324	RPS21
GO_Biological_Process_2018	rRNA 3'-end processing (GO:0031125)	1/12	0.0125307982775315	0.0484298419915409	0	0	90.76363636363637	397.5053179562565	RPS21
GO_Biological_Process_2018	positive regulation of keratinocyte differentiation (GO:0045618)	1/12	0.0125307982775315	0.0484298419915409	0	0	90.76363636363637	397.5053179562565	NME2
GO_Biological_Process_2018	poly(A)+ mRNA export from nucleus (GO:0016973)	1/13	0.0135682578861655	0.0510594967821494	0	0	83.19583333333334	357.74392971285124	PABPN1
GO_Biological_Process_2018	nucleoside triphosphate metabolic process (GO:0009141)	1/14	0.0146046795939876	0.0522117295485059	0	0	76.79230769230769	324.5560291468294	NME2
GO_Biological_Process_2018	cellular response to osmotic stress (GO:0071470)	1/14	0.0146046795939876	0.0522117295485059	0	0	76.79230769230769	324.5560291468294	YBX3
GO_Biological_Process_2018	regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	1/16	0.0166744131586755	0.0560501899966289	0	0	66.54666666666667	272.4340597931688	TPT1
GO_Biological_Process_2018	regulation of necroptotic process (GO:0060544)	1/16	0.0166744131586755	0.0560501899966289	0	0	66.54666666666667	272.4340597931688	YBX3
GO_Biological_Process_2018	RNA metabolic process (GO:0016070)	2/191	0.016910945848374	0.0560501899966289	0	0	11.021999443052074	44.96748921691199	PABPN1;HNRNPA0
GO_Biological_Process_2018	RNA processing (GO:0006396)	2/193	0.017246212306655	0.0560501899966289	0	0	10.905483604298706	44.278038148679634	PABPN1;HNRNPA0
GO_Biological_Process_2018	positive regulation of epidermal cell differentiation (GO:0045606)	1/17	0.0177077269512865	0.056271221200755	0	0	62.384375	251.6432336564321	NME2
GO_Biological_Process_2018	protein import into mitochondrial matrix (GO:0030150)	1/19	0.0197712534056807	0.0601550901491988	0	0	55.44722222222222	217.54863156976407	TIMM23
GO_Biological_Process_2018	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	1/19	0.0197712534056807	0.0601550901491988	0	0	55.44722222222222	217.54863156976407	RPS21
GO_Biological_Process_2018	vacuolar acidification (GO:0007035)	1/20	0.0208014680109953	0.0619710401160902	0	0	52.526315789473685	203.4203291515269	ATP6V0C
GO_Biological_Process_2018	hematopoietic progenitor cell differentiation (GO:0002244)	1/22	0.0228588048336812	0.0667103896166614	0	0	47.51904761904762	179.54686782262274	PRRC2C
GO_Biological_Process_2018	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	1/24	0.0249120249496479	0.0704465416366263	0	0	43.38260869565217	160.18614661402282	TPT1
GO_Biological_Process_2018	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	2/236	0.0251242910732024	0.0704465416366263	0	0	8.882141250562304	32.72109894150481	PABPN1;HNRNPA0
GO_Biological_Process_2018	phagosome acidification (GO:0090383)	1/27	0.0279841533165139	0.0754159800387462	0	0	38.371153846153845	137.21973105106596	ATP6V0C
GO_Biological_Process_2018	hydrogen ion transmembrane transport (GO:1902600)	1/28	0.0290061461687485	0.0754159800387462	0	0	36.94814814814815	130.8055903894323	ATP6V0C
GO_Biological_Process_2018	negative regulation of response to DNA damage stimulus (GO:2001021)	1/28	0.0290061461687485	0.0754159800387462	0	0	36.94814814814815	130.8055903894323	TPT1
GO_Biological_Process_2018	regulation of mRNA processing (GO:0050684)	1/28	0.0290061461687485	0.0754159800387462	0	0	36.94814814814815	130.8055903894323	PABPN1
GO_Biological_Process_2018	regulation of keratinocyte differentiation (GO:0045616)	1/29	0.0300271156735161	0.0759250612315347	0	0	35.62678571428572	124.89519987020886	NME2
GO_Biological_Process_2018	mRNA splicing, via spliceosome (GO:0000398)	2/261	0.0302638355957865	0.0759250612315347	0	0	8.01463117252591	28.033591533964863	PABPN1;HNRNPA0
GO_Biological_Process_2018	regulation of programmed cell death (GO:0043067)	2/268	0.0317725843621533	0.0764239392974177	0	0	7.800949742777997	26.906657413252557	NME2;TPT1
GO_Biological_Process_2018	nucleobase-containing small molecule interconversion (GO:0015949)	1/31	0.032065988516399	0.0764239392974177	0	0	33.248333333333335	114.37291539918964	NME2
GO_Biological_Process_2018	proton transport (GO:0015992)	1/31	0.032065988516399	0.0764239392974177	0	0	33.248333333333335	114.37291539918964	ATP6V0C
GO_Biological_Process_2018	phagosome maturation (GO:0090382)	1/32	0.0330838937893811	0.0775573247849428	0	0	32.174193548387095	109.67245370483884	ATP6V0C
GO_Biological_Process_2018	intracellular pH reduction (GO:0051452)	1/33	0.03410077958834	0.0786517980827842	0	0	31.1671875	105.2963181340018	ATP6V0C
GO_Biological_Process_2018	mRNA processing (GO:0006397)	2/283	0.0351046765897069	0.0796820436877475	0	0	7.378909908222513	24.715075222335173	PABPN1;HNRNPA0
GO_Biological_Process_2018	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	1/35	0.0361314966365463	0.0804815479275176	0	0	29.330882352941178	97.3958437550943	RPS21
GO_Biological_Process_2018	transferrin transport (GO:0033572)	1/36	0.0371453298127004	0.0804815479275176	0	0	28.49142857142857	93.81991597487811	ATP6V0C
GO_Biological_Process_2018	ferric iron transport (GO:0015682)	1/36	0.0371453298127004	0.0804815479275176	0	0	28.49142857142857	93.81991597487811	ATP6V0C
GO_Biological_Process_2018	protein transmembrane import into intracellular organelle (GO:0044743)	1/43	0.0442137789372483	0.094366722209351	0	0	23.73452380952381	74.02130556201558	TIMM23
GO_Biological_Process_2018	establishment of protein localization to mitochondrion (GO:0072655)	1/49	0.0502330909367498	0.1041062609268872	0	0	20.761458333333334	62.09920952085082	TIMM23
GO_Biological_Process_2018	antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	1/49	0.0502330909367498	0.1041062609268872	0	0	20.761458333333334	62.09920952085082	RPL30
GO_Biological_Process_2018	protein targeting to mitochondrion (GO:0006626)	1/54	0.0552215893405063	0.1112209475449635	0	0	18.79811320754717	54.4468793612393	TIMM23
GO_Biological_Process_2018	negative regulation of cellular component organization (GO:0051129)	1/54	0.0552215893405063	0.1112209475449635	0	0	18.79811320754717	54.4468793612393	RPL13A
GO_Biological_Process_2018	integrin-mediated signaling pathway (GO:0007229)	1/58	0.0591944117085175	0.1175666788099723	0	0	17.475438596491227	49.40180909866319	NME2
GO_Biological_Process_2018	RNA 3'-end processing (GO:0031123)	1/61	0.0621635821435319	0.1217724965277406	0	0	16.599166666666665	46.11225172844932	PABPN1
GO_Biological_Process_2018	insulin receptor signaling pathway (GO:0008286)	1/67	0.0680751716652813	0.1299361594006489	0	0	15.08560606060606	40.537176483196006	ATP6V0C
GO_Biological_Process_2018	termination of RNA polymerase II transcription (GO:0006369)	1/68	0.0690569798213239	0.1299361594006489	0	0	14.859701492537312	39.71735668720526	PABPN1
GO_Biological_Process_2018	response to interferon-gamma (GO:0034341)	1/68	0.0690569798213239	0.1299361594006489	0	0	14.859701492537312	39.71735668720526	RPL13A
GO_Biological_Process_2018	defense response to Gram-negative bacterium (GO:0050829)	1/71	0.0719964971935506	0.1337077805023082	0	0	14.220714285714283	37.41665905997103	RPL30
GO_Biological_Process_2018	regulation of epithelial cell proliferation (GO:0050678)	1/72	0.0729743704052392	0.1337863457429385	0	0	14.019718309859154	36.69867343192122	NME2
GO_Biological_Process_2018	mRNA 3'-end processing (GO:0031124)	1/74	0.0749271736072752	0.1356276686815234	0	0	13.634246575342466	35.329586768183	PABPN1
GO_Biological_Process_2018	negative regulation of cellular amide metabolic process (GO:0034249)	1/75	0.0759021054679521	0.1356750135239644	0	0	13.449324324324325	34.67653889700834	RPL13A
GO_Biological_Process_2018	hemopoiesis (GO:0030097)	1/76	0.0768760587319411	0.1357194617119454	0	0	13.269333333333334	34.043281187726755	PRRC2C
GO_Biological_Process_2018	positive regulation of translation (GO:0045727)	1/78	0.0788210332404004	0.1374561921143569	0	0	12.923376623376624	32.832812714131684	YBX3
GO_Biological_Process_2018	nucleic acid metabolic process (GO:0090304)	1/80	0.0807621045750476	0.1391443488461665	0	0	12.59493670886076	31.691977077519997	HNRNPA0
GO_Biological_Process_2018	cellular response to cytokine stimulus (GO:0071345)	2/456	0.0819411559688584	0.1394942794861611	0	0	4.527011361001623	11.325468325281722	RPL13A;YBX3
GO_Biological_Process_2018	cellular response to molecule of bacterial origin (GO:0071219)	1/84	0.0846325675053562	0.1394942794861611	0	0	11.9855421686747	29.59753084206102	PABPN1
GO_Biological_Process_2018	calcium ion homeostasis (GO:0055074)	1/87	0.0875252241255187	0.1394942794861611	0	0	11.565697674418605	28.17205314298374	TPT1
GO_Biological_Process_2018	divalent metal ion transport (GO:0070838)	1/88	0.0884875068847429	0.1394942794861611	0	0	11.432183908045976	27.72183304604507	TPT1
GO_Biological_Process_2018	negative regulation of translation (GO:0017148)	1/88	0.0884875068847429	0.1394942794861611	0	0	11.432183908045976	27.72183304604507	RPL13A
GO_Biological_Process_2018	neutrophil degranulation (GO:0043312)	2/479	0.0891452231183659	0.1394942794861611	0	0	4.303652212291736	10.404029811384616	NME2;ATP6V0C
GO_Biological_Process_2018	negative regulation of cellular protein metabolic process (GO:0032269)	1/89	0.0894488230927171	0.1394942794861611	0	0	11.301704545454545	27.283316400604782	RPL13A
GO_Biological_Process_2018	neutrophil activation involved in immune response (GO:0002283)	2/483	0.0904175800143918	0.1394942794861611	0	0	4.266987635408688	10.254922051061092	NME2;ATP6V0C
GO_Biological_Process_2018	negative regulation of apoptotic process (GO:0043066)	2/485	0.0910558637660818	0.1394942794861611	0	0	4.2488830772583634	10.181522349487636	NME2;TPT1
GO_Biological_Process_2018	cellular response to lipopolysaccharide (GO:0071222)	1/91	0.0913685596546413	0.1394942794861611	0	0	11.049444444444443	26.43970563474231	PABPN1
GO_Biological_Process_2018	neutrophil mediated immunity (GO:0002446)	2/487	0.0916955403615325	0.1394942794861611	0	0	4.2309278350515465	10.108877747209895	NME2;ATP6V0C
GO_Biological_Process_2018	cellular metal ion homeostasis (GO:0006875)	1/96	0.0961510513071087	0.1430836511392671	0	0	10.465263157894736	24.507918218027072	TPT1
GO_Biological_Process_2018	response to tumor necrosis factor (GO:0034612)	1/97	0.0971046684691041	0.1430836511392671	0	0	10.355729166666666	24.149206518519108	YBX3
GO_Biological_Process_2018	mRNA metabolic process (GO:0016071)	1/97	0.0971046684691041	0.1430836511392671	0	0	10.355729166666666	24.149206518519108	HNRNPA0
GO_Biological_Process_2018	response to molecule of bacterial origin (GO:0002237)	1/98	0.098057327354183	0.1430836511392671	0	0	10.248453608247422	23.798989697417564	HNRNPA0
GO_Biological_Process_2018	cellular divalent inorganic cation homeostasis (GO:0072503)	1/101	0.1009095636446988	0.1457582585978983	0	0	9.9395	22.79654712752873	TPT1
GO_Biological_Process_2018	mRNA export from nucleus (GO:0006406)	1/105	0.104699185171912	0.1494325977921368	0	0	9.555288461538462	21.56307494222513	PABPN1
GO_Biological_Process_2018	DNA-templated transcription, termination (GO:0006353)	1/106	0.1056442108825237	0.1494325977921368	0	0	9.463809523809523	21.271599601670488	PABPN1
GO_Biological_Process_2018	positive regulation of epithelial cell proliferation (GO:0050679)	1/107	0.1065882865370486	0.1494325977921368	0	0	9.374056603773584	20.986465963830224	NME2
GO_Biological_Process_2018	regulation of Wnt signaling pathway (GO:0030111)	1/109	0.1084735913048713	0.1504453805663203	0	0	9.199537037037038	20.434458154601074	ATP6V0C
GO_Biological_Process_2018	cellular response to insulin stimulus (GO:0032869)	1/110	0.1094148222300511	0.1504453805663203	0	0	9.114678899082568	20.16721975855724	ATP6V0C
GO_Biological_Process_2018	regulation of macroautophagy (GO:0016241)	1/116	0.115042364407704	0.1551986614179404	0	0	8.636521739130435	18.67608816906784	ATP6V0C
GO_Biological_Process_2018	cellular response to interferon-gamma (GO:0071346)	1/116	0.115042364407704	0.1551986614179404	0	0	8.636521739130435	18.67608816906784	RPL13A
GO_Biological_Process_2018	calcium ion transport (GO:0006816)	1/118	0.1169106740435162	0.1562451064319889	0	0	8.488034188034188	18.218250634713392	TPT1
GO_Biological_Process_2018	cellular calcium ion homeostasis (GO:0006874)	1/123	0.1215650275009074	0.1609611012280534	0	0	8.13811475409836	17.149497672426254	TPT1
GO_Biological_Process_2018	protein targeting (GO:0006605)	1/133	0.1308037401396383	0.1706247379464178	0	0	7.51780303030303	15.291641727999936	TIMM23
GO_Biological_Process_2018	mitochondrial transport (GO:0006839)	1/135	0.1326403441605899	0.1706247379464178	0	0	7.404850746268656	14.95864260788569	TIMM23
GO_Biological_Process_2018	muscle contraction (GO:0006936)	1/137	0.1344732518575936	0.1706247379464178	0	0	7.295220588235294	14.637057422023762	PABPN1
GO_Biological_Process_2018	positive regulation of transferase activity (GO:0051347)	1/137	0.1344732518575936	0.1706247379464178	0	0	7.295220588235294	14.637057422023762	PABPN1
GO_Biological_Process_2018	inorganic cation transmembrane transport (GO:0098662)	1/140	0.1372156983485178	0.1706247379464178	0	0	7.136690647482014	14.174903176831886	ATP6V0C
GO_Biological_Process_2018	positive regulation of Wnt signaling pathway (GO:0030177)	1/140	0.1372156983485178	0.1706247379464178	0	0	7.136690647482014	14.174903176831886	ATP6V0C
GO_Biological_Process_2018	response to lipid (GO:0033993)	1/140	0.1372156983485178	0.1706247379464178	0	0	7.136690647482014	14.174903176831886	HNRNPA0
GO_Biological_Process_2018	mitochondrion organization (GO:0007005)	1/167	0.1615280880211304	0.199125142991566	0	0	5.9677710843373495	10.879701620715792	TIMM23
GO_Biological_Process_2018	cellular response to lipid (GO:0071396)	1/178	0.1712448682102453	0.2092992833680776	0	0	5.593785310734464	9.871133487750082	PABPN1
GO_Biological_Process_2018	cellular response to tumor necrosis factor (GO:0071356)	1/194	0.1851871249242519	0.2244216852895595	0	0	5.125906735751295	8.64427006377441	YBX3
GO_Biological_Process_2018	positive regulation of multicellular organismal process (GO:0051240)	1/202	0.1920742031794825	0.229909655600058	0	0	4.919900497512438	8.11721348656106	NME2
GO_Biological_Process_2018	regulation of autophagy (GO:0010506)	1/203	0.1929311795245241	0.229909655600058	0	0	4.89529702970297	8.054828139015637	ATP6V0C
GO_Biological_Process_2018	positive regulation of signal transduction (GO:0009967)	1/206	0.1954969173388776	0.2310418114004917	0	0	4.822926829268293	7.872032620599177	ATP6V0C
GO_Biological_Process_2018	regulation of translation (GO:0006417)	1/213	0.2014534629954927	0.236129878757012	0	0	4.662028301886792	7.469487186445037	RPL13A
GO_Biological_Process_2018	ion transmembrane transport (GO:0034220)	1/219	0.2065256207323884	0.2401070224774922	0	0	4.5323394495412845	7.148998623114292	ATP6V0C
GO_Biological_Process_2018	regulation of apoptotic process (GO:0042981)	2/815	0.2101713454891385	0.2423750193947324	0	0	2.481517446753415	3.870750694367554	NME2;TPT1
GO_Biological_Process_2018	defense response to bacterium (GO:0042742)	1/241	0.2248622831356041	0.2572424519071311	0	0	4.112291666666667	6.136637720663963	RPL30
GO_Biological_Process_2018	inflammatory response (GO:0006954)	1/252	0.2338785755528698	0.2654336214607967	0	0	3.929880478087649	5.709932440610211	HNRNPA0
GO_Biological_Process_2018	cellular response to oxygen-containing compound (GO:1901701)	1/274	0.251612400436304	0.2833116004912714	0	0	3.609157509157509	4.98015181927627	PABPN1
GO_Biological_Process_2018	MAPK cascade (GO:0000165)	1/278	0.2547944403161234	0.2846531637906692	0	0	3.556317689530686	4.8625466877450725	PABPN1
GO_Biological_Process_2018	ion transport (GO:0006811)	1/289	0.2634787454745708	0.2920733380066948	0	0	3.418576388888889	4.55963762424092	ATP6V0C
GO_Biological_Process_2018	protein transport (GO:0015031)	1/326	0.2919877153771668	0.3211864869148835	0	0	3.023692307692308	3.7222969072021455	ATP6V0C
GO_Biological_Process_2018	transmembrane transport (GO:0055085)	1/378	0.330283147125664	0.3605380919005339	0	0	2.59973474801061	2.879999076656498	ATP6V0C
GO_Biological_Process_2018	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1/396	0.3430734079385913	0.3716628586001406	0	0	2.478987341772152	2.652047524007641	ATP6V0C
GO_Biological_Process_2018	positive regulation of cell proliferation (GO:0008284)	1/424	0.3625080317894741	0.389764274781164	0	0	2.3115839243498817	2.345584199244919	NME2
GO_Biological_Process_2018	transcription from RNA polymerase II promoter (GO:0006366)	1/485	0.4029691417296135	0.4300342333383189	0	0	2.0139462809917354	1.8304662918408	PABPN1
GO_Biological_Process_2018	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1/512	0.4200863322054486	0.4449803370768826	0	0	1.9048923679060663	1.6521036947186476	RPL13A
GO_Biological_Process_2018	regulation of nucleic acid-templated transcription (GO:1903506)	1/607	0.4766734738994454	0.501208137997211	0	0	1.5984323432343237	1.1843161879072284	NME2
GO_Biological_Process_2018	negative regulation of gene expression (GO:0010629)	1/618	0.4828750211890846	0.5040228323360518	0	0	1.5690437601296596	1.1422598000070343	RPL13A
GO_Biological_Process_2018	regulation of cellular macromolecule biosynthetic process (GO:2000112)	1/631	0.4901138947315221	0.5078716445406353	0	0	1.535634920634921	1.0950880996733063	NME2
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	1/848	0.5975928723862405	0.6147897895772114	0	0	1.1293978748524205	0.5814654952318736	NME2
GO_Biological_Process_2018	regulation of gene expression (GO:0010468)	1/1037	0.6732845812843856	0.6877121080261939	0	0	0.9142374517374516	0.3616606189573113	NME2
GO_Biological_Process_2018	positive regulation of transcription, DNA-templated (GO:0045893)	1/1120	0.7020506227928316	0.7120087876551413	0	0	0.8427167113494192	0.2981108388675494	NME2
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter (GO:0006357)	1/1478	0.8007245746529955	0.8063634801082983	0	0	0.6263371699390656	0.1391960721185509	NME2
GO_Biological_Process_2018	regulation of transcription, DNA-templated (GO:0006355)	1/1598	0.8261630206331126	0.8261630206331126	0	0	0.5755165936130244	0.1099024693015569	NME2
