Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	viral process (GO:0016032)	5/220	5.035080056832283e-05	0.0013125587092487	0	0	14.351744186046512	142.03197948794295	RPL30;RPL13A;RPSA;RPS20;RPS21
GO_Biological_Process_2018	cellular macromolecule biosynthetic process (GO:0034645)	6/367	5.267579773901202e-05	0.0013125587092487	0	0	10.509516575819855	103.53297292692632	EEF1B2;RPL30;RPL13A;RPSA;RPS20;RPS21
GO_Biological_Process_2018	ribosome biogenesis (GO:0042254)	5/226	5.721199655572297e-05	0.0013125587092487	0	0	13.957861990950226	136.3508217745804	RPL30;RPL13A;RPSA;RPS20;RPS21
GO_Biological_Process_2018	ncRNA processing (GO:0034470)	5/227	5.8422494476948574e-05	0.0013125587092487	0	0	13.89428490990991	135.43884331437735	RPL30;RPL13A;RPSA;RPS20;RPS21
GO_Biological_Process_2018	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)	2/7	6.952349496042318e-05	0.0014643386126039	0	0	228.09142857142857	2183.712166707607	RPSA;RPS21
GO_Biological_Process_2018	gene expression (GO:0010467)	6/411	9.840956893783738e-05	0.0019508249842383	0	0	9.346714456391876	86.23626935040618	RPL30;PABPN1;RPL13A;RPSA;RPS20;RPS21
GO_Biological_Process_2018	cytoplasmic translation (GO:0002181)	3/54	0.0001354635173682446	0.0025361780751721	0	0	34.449826989619375	306.83800146502136	RPL30;RPS20;RPS21
GO_Biological_Process_2018	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	2/11	0.00018123909805951383	0.0032146092655819	0	0	126.6920634920635	1091.5399771202417	RPSA;RPS21
GO_Biological_Process_2018	rRNA 3'-end processing (GO:0031125)	2/12	0.0002172337207618483	0.0036603881948371	0	0	114.01714285714286	961.6817792586728	RPSA;RPS21
GO_Biological_Process_2018	regulation of endothelial cell chemotaxis (GO:2001026)	2/13	0.0002564318706642084	0.0039280700188108	0	0	103.64675324675324	857.0184712710449	TMSB4X;HSPB1
GO_Biological_Process_2018	positive regulation of endothelial cell chemotaxis (GO:2001028)	2/13	0.0002564318706642084	0.0039280700188108	0	0	103.64675324675324	857.0184712710449	TMSB4X;HSPB1
GO_Biological_Process_2018	3'-UTR-mediated mRNA stabilization (GO:0070935)	2/17	0.00044503356162541583	0.0065207091420767	0	0	75.99238095238096	586.460626363802	YBX3;HNRNPA0
GO_Biological_Process_2018	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	2/19	0.0005582623390369758	0.0078389336773108	0	0	67.04537815126051	502.2155780973214	RPSA;RPS21
GO_Biological_Process_2018	mRNA stabilization (GO:0048255)	2/33	0.0016958957284412	0.0228606744193874	0	0	36.7410138248848	234.3909225442032	YBX3;HNRNPA0
GO_Biological_Process_2018	cellular protein metabolic process (GO:0044267)	5/484	0.001870251328042	0.0237978691752355	0	0	6.3556889352818375	39.92441968769738	RPL30;RPL13A;RPSA;RPS20;RPS21
GO_Biological_Process_2018	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	2/35	0.0019066542069179	0.0237978691752355	0	0	34.510822510822514	216.12075769950565	RPSA;RPS21
GO_Biological_Process_2018	positive regulation of blood vessel endothelial cell migration (GO:0043536)	2/45	0.0031357539172289	0.0377410382180768	0	0	26.471760797342192	152.60667394670926	TMSB4X;HSPB1
GO_Biological_Process_2018	positive regulation of chemotaxis (GO:0050921)	2/48	0.0035604299609442	0.0413746516151102	0	0	24.741614906832297	139.49010655668351	TMSB4X;HSPB1
GO_Biological_Process_2018	regulation of blood vessel endothelial cell migration (GO:0043535)	2/50	0.0038576315924392	0.0433340615550672	0	0	23.70833333333333	131.76384828572083	TMSB4X;HSPB1
GO_Biological_Process_2018	integrin-mediated signaling pathway (GO:0007229)	2/58	0.0051573302062008	0.0560651703061183	0	0	20.31326530612245	106.99679840392254	RCC2;NME2
GO_Biological_Process_2018	negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	2/62	0.005872575927678	0.0618455652383591	0	0	18.95523809523809	97.38181375007436	HSPB1;YBX3
GO_Biological_Process_2018	negative regulation of programmed cell death (GO:0043069)	4/408	0.0066231230447918	0.0676361353362072	0	0	5.868286828682868	29.44229979048359	NME2;ASNS;HSPB1;YBX3
GO_Biological_Process_2018	response to interferon-gamma (GO:0034341)	2/68	0.0070253834196355	0.0696339474240348	0	0	17.226839826839825	85.41455627171527	IFITM1;RPL13A
GO_Biological_Process_2018	positive regulation of endothelial cell migration (GO:0010595)	2/70	0.0074306526191169	0.0715465695040684	0	0	16.718487394957982	81.95639235443022	TMSB4X;HSPB1
GO_Biological_Process_2018	cellular hyperosmotic response (GO:0071474)	1/6	0.0110500548998867	0.0868122184628587	0	0	110.87777777777778	499.5398567734965	YBX3
GO_Biological_Process_2018	positive regulation of ATP biosynthetic process (GO:2001171)	1/6	0.0110500548998867	0.0868122184628587	0	0	110.87777777777778	499.5398567734965	TMSB4X
GO_Biological_Process_2018	negative regulation of necroptotic process (GO:0060546)	1/6	0.0110500548998867	0.0868122184628587	0	0	110.87777777777778	499.5398567734965	YBX3
GO_Biological_Process_2018	histone H4-K12 acetylation (GO:0043983)	1/6	0.0110500548998867	0.0868122184628587	0	0	110.87777777777778	499.5398567734965	JADE1
GO_Biological_Process_2018	rRNA transport (GO:0051029)	1/6	0.0110500548998867	0.0868122184628587	0	0	110.87777777777778	499.5398567734965	RPSA
GO_Biological_Process_2018	lysosomal lumen acidification (GO:0007042)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	ATP6V0C
GO_Biological_Process_2018	cellular response to laminar fluid shear stress (GO:0071499)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	KLF2
GO_Biological_Process_2018	negative regulation of necrotic cell death (GO:0060547)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	YBX3
GO_Biological_Process_2018	positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	HSPB1
GO_Biological_Process_2018	cytoplasmic sequestering of NF-kappaB (GO:0007253)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	TMSB4X
GO_Biological_Process_2018	female gonad development (GO:0008585)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	ZFP42
GO_Biological_Process_2018	regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	TMSB4X
GO_Biological_Process_2018	rRNA-containing ribonucleoprotein complex export from nucleus (GO:0071428)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	RPSA
GO_Biological_Process_2018	hyperosmotic response (GO:0006972)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	YBX3
GO_Biological_Process_2018	negative regulation of interleukin-8 secretion (GO:2000483)	1/7	0.012880151107249	0.0868122184628587	0	0	92.39351851851852	402.10285931653846	TMSB4X
GO_Biological_Process_2018	positive regulation of tumor necrosis factor biosynthetic process (GO:0042535)	1/8	0.014706952762456	0.0935140203952395	0	0	79.19047619047619	334.1390605677817	HSPB1
GO_Biological_Process_2018	regulation of ATP biosynthetic process (GO:2001169)	1/8	0.014706952762456	0.0935140203952395	0	0	79.19047619047619	334.1390605677817	TMSB4X
GO_Biological_Process_2018	development of primary female sexual characteristics (GO:0046545)	1/8	0.014706952762456	0.0935140203952395	0	0	79.19047619047619	334.1390605677817	ZFP42
GO_Biological_Process_2018	nucleoside triphosphate biosynthetic process (GO:0009142)	1/9	0.0165304655004847	0.0994779798868458	0	0	69.28819444444444	284.25829643277825	NME2
GO_Biological_Process_2018	nucleoside phosphate biosynthetic process (GO:1901293)	1/9	0.0165304655004847	0.0994779798868458	0	0	69.28819444444444	284.25829643277825	NME2
GO_Biological_Process_2018	negative regulation of NIK/NF-kappaB signaling (GO:1901223)	1/9	0.0165304655004847	0.0994779798868458	0	0	69.28819444444444	284.25829643277825	TMSB4X
GO_Biological_Process_2018	sequestering of actin monomers (GO:0042989)	1/10	0.0183506949831896	0.099744906602176	0	0	61.58641975308642	246.2279153977221	TMSB4X
GO_Biological_Process_2018	glycine metabolic process (GO:0006544)	1/10	0.0183506949831896	0.099744906602176	0	0	61.58641975308642	246.2279153977221	TDH
GO_Biological_Process_2018	regulation of lysosomal lumen pH (GO:0035751)	1/10	0.0183506949831896	0.099744906602176	0	0	61.58641975308642	246.2279153977221	ATP6V0C
GO_Biological_Process_2018	response to laminar fluid shear stress (GO:0034616)	1/10	0.0183506949831896	0.099744906602176	0	0	61.58641975308642	246.2279153977221	KLF2
GO_Biological_Process_2018	regulation of cytoplasmic translation (GO:2000765)	1/10	0.0183506949831896	0.099744906602176	0	0	61.58641975308642	246.2279153977221	YBX3
GO_Biological_Process_2018	regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	1/10	0.0183506949831896	0.099744906602176	0	0	61.58641975308642	246.2279153977221	RCC2
GO_Biological_Process_2018	oxidative phosphorylation (GO:0006119)	1/11	0.0201676468856421	0.1028848216460556	0	0	55.425	216.36122001333428	CHCHD10
GO_Biological_Process_2018	regulation of tumor necrosis factor biosynthetic process (GO:0042534)	1/11	0.0201676468856421	0.1028848216460556	0	0	55.425	216.36122001333428	HSPB1
GO_Biological_Process_2018	aspartate family amino acid biosynthetic process (GO:0009067)	1/11	0.0201676468856421	0.1028848216460556	0	0	55.425	216.36122001333428	ASNS
GO_Biological_Process_2018	positive regulation of chromosome segregation (GO:0051984)	1/11	0.0201676468856421	0.1028848216460556	0	0	55.425	216.36122001333428	RCC2
GO_Biological_Process_2018	positive regulation of keratinocyte differentiation (GO:0045618)	1/12	0.0219813268798694	0.1028848216460556	0	0	50.38383838383838	192.34342502593887	NME2
GO_Biological_Process_2018	cellular response to fluid shear stress (GO:0071498)	1/12	0.0219813268798694	0.1028848216460556	0	0	50.38383838383838	192.34342502593887	KLF2
GO_Biological_Process_2018	PERK-mediated unfolded protein response (GO:0036499)	1/12	0.0219813268798694	0.1028848216460556	0	0	50.38383838383838	192.34342502593887	ASNS
GO_Biological_Process_2018	positive regulation of interleukin-1 production (GO:0032732)	1/12	0.0219813268798694	0.1028848216460556	0	0	50.38383838383838	192.34342502593887	HSPB1
GO_Biological_Process_2018	protein localization to kinetochore (GO:0034501)	1/12	0.0219813268798694	0.1028848216460556	0	0	50.38383838383838	192.34342502593887	RCC2
GO_Biological_Process_2018	negative regulation of substrate adhesion-dependent cell spreading (GO:1900025)	1/12	0.0219813268798694	0.1028848216460556	0	0	50.38383838383838	192.34342502593887	RCC2
GO_Biological_Process_2018	regulation of interleukin-1 beta production (GO:0032651)	1/13	0.0237917406507484	0.1083488729635435	0	0	46.18287037037037	172.65081800368927	HSPB1
GO_Biological_Process_2018	poly(A)+ mRNA export from nucleus (GO:0016973)	1/13	0.0237917406507484	0.1083488729635435	0	0	46.18287037037037	172.65081800368927	PABPN1
GO_Biological_Process_2018	nucleoside triphosphate metabolic process (GO:0009141)	1/14	0.025598893875467	0.1111413345809033	0	0	42.62820512820513	156.2411590204543	NME2
GO_Biological_Process_2018	cellular response to osmotic stress (GO:0071470)	1/14	0.025598893875467	0.1111413345809033	0	0	42.62820512820513	156.2411590204543	YBX3
GO_Biological_Process_2018	negative regulation of focal adhesion assembly (GO:0051895)	1/14	0.025598893875467	0.1111413345809033	0	0	42.62820512820513	156.2411590204543	RCC2
GO_Biological_Process_2018	muscle contraction (GO:0006936)	2/137	0.0265310015343322	0.1111413345809033	0	0	8.392804232804233	30.46119081340154	MYLPF;PABPN1
GO_Biological_Process_2018	histone H4-K5 acetylation (GO:0043981)	1/15	0.0274027922368154	0.1111413345809033	0	0	39.58134920634921	142.37848146420913	JADE1
GO_Biological_Process_2018	lipoxygenase pathway (GO:0019372)	1/15	0.0274027922368154	0.1111413345809033	0	0	39.58134920634921	142.37848146420913	GPX4
GO_Biological_Process_2018	histone H4-K8 acetylation (GO:0043982)	1/15	0.0274027922368154	0.1111413345809033	0	0	39.58134920634921	142.37848146420913	JADE1
GO_Biological_Process_2018	negative regulation of adherens junction organization (GO:1903392)	1/15	0.0274027922368154	0.1111413345809033	0	0	39.58134920634921	142.37848146420913	RCC2
GO_Biological_Process_2018	negative regulation of viral entry into host cell (GO:0046597)	1/15	0.0274027922368154	0.1111413345809033	0	0	39.58134920634921	142.37848146420913	IFITM1
GO_Biological_Process_2018	negative regulation of NF-kappaB import into nucleus (GO:0042347)	1/16	0.0292034414014455	0.1111413345809033	0	0	36.94074074074074	130.52895191723596	TMSB4X
GO_Biological_Process_2018	cytoplasmic sequestering of transcription factor (GO:0042994)	1/16	0.0292034414014455	0.1111413345809033	0	0	36.94074074074074	130.52895191723596	TMSB4X
GO_Biological_Process_2018	negative regulation of transcription regulatory region DNA binding (GO:2000678)	1/16	0.0292034414014455	0.1111413345809033	0	0	36.94074074074074	130.52895191723596	TMSB4X
GO_Biological_Process_2018	regulation of necroptotic process (GO:0060544)	1/16	0.0292034414014455	0.1111413345809033	0	0	36.94074074074074	130.52895191723596	YBX3
GO_Biological_Process_2018	positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	1/16	0.0292034414014455	0.1111413345809033	0	0	36.94074074074074	130.52895191723596	RCC2
GO_Biological_Process_2018	positive regulation of cation transmembrane transport (GO:1904064)	1/17	0.0310008470344359	0.1111413345809033	0	0	34.630208333333336	120.29636590931148	TMSB4X
GO_Biological_Process_2018	response to interferon-alpha (GO:0035455)	1/17	0.0310008470344359	0.1111413345809033	0	0	34.630208333333336	120.29636590931148	IFITM1
GO_Biological_Process_2018	positive regulation of epidermal cell differentiation (GO:0045606)	1/17	0.0310008470344359	0.1111413345809033	0	0	34.630208333333336	120.29636590931148	NME2
GO_Biological_Process_2018	positive regulation of nitrogen compound metabolic process (GO:0051173)	1/17	0.0310008470344359	0.1111413345809033	0	0	34.630208333333336	120.29636590931148	KLF2
GO_Biological_Process_2018	negative regulation of interleukin-8 production (GO:0032717)	1/17	0.0310008470344359	0.1111413345809033	0	0	34.630208333333336	120.29636590931148	TMSB4X
GO_Biological_Process_2018	positive regulation of cell cycle G2/M phase transition (GO:1902751)	1/17	0.0310008470344359	0.1111413345809033	0	0	34.630208333333336	120.29636590931148	RCC2
GO_Biological_Process_2018	cell-substrate adherens junction assembly (GO:0007045)	1/18	0.0327950148043916	0.1120717814364835	0	0	32.591503267973856	111.38077026649428	RCC2
GO_Biological_Process_2018	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)	1/18	0.0327950148043916	0.1120717814364835	0	0	32.591503267973856	111.38077026649428	HSPB1
GO_Biological_Process_2018	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	1/18	0.0327950148043916	0.1120717814364835	0	0	32.591503267973856	111.38077026649428	HSPB1
GO_Biological_Process_2018	focal adhesion assembly (GO:0048041)	1/18	0.0327950148043916	0.1120717814364835	0	0	32.591503267973856	111.38077026649428	RCC2
GO_Biological_Process_2018	response to lipopolysaccharide (GO:0032496)	2/155	0.0332941586660862	0.1120717814364835	0	0	7.398692810457517	25.173114968021835	PABPN1;HNRNPA0
GO_Biological_Process_2018	regulation of protein kinase A signaling (GO:0010738)	1/19	0.0345859503542857	0.1120717814364835	0	0	30.77932098765432	103.55110778477112	AKAP12
GO_Biological_Process_2018	regulation of sprouting angiogenesis (GO:1903670)	1/19	0.0345859503542857	0.1120717814364835	0	0	30.77932098765432	103.55110778477112	KLF2
GO_Biological_Process_2018	ribosomal small subunit assembly (GO:0000028)	1/19	0.0345859503542857	0.1120717814364835	0	0	30.77932098765432	103.55110778477112	RPSA
GO_Biological_Process_2018	negative regulation of cell junction assembly (GO:1901889)	1/19	0.0345859503542857	0.1120717814364835	0	0	30.77932098765432	103.55110778477112	RCC2
GO_Biological_Process_2018	response to interferon-beta (GO:0035456)	1/19	0.0345859503542857	0.1120717814364835	0	0	30.77932098765432	103.55110778477112	IFITM1
GO_Biological_Process_2018	vacuolar acidification (GO:0007035)	1/20	0.0363736593292806	0.1167421256568339	0	0	29.157894736842103	96.62665093408292	ATP6V0C
GO_Biological_Process_2018	cellular protein complex localization (GO:0034629)	1/21	0.0381581473785356	0.1191113679958258	0	0	27.698611111111116	90.46410657809346	RCC2
GO_Biological_Process_2018	glutathione derivative metabolic process (GO:1901685)	1/22	0.0399394201291641	0.1191113679958258	0	0	26.37830687830688	84.948474454672	GSTA4
GO_Biological_Process_2018	negative regulation of GTPase activity (GO:0034260)	1/22	0.0399394201291641	0.1191113679958258	0	0	26.37830687830688	84.948474454672	RCC2
GO_Biological_Process_2018	negative regulation of cell cycle G1/S phase transition (GO:1902807)	1/22	0.0399394201291641	0.1191113679958258	0	0	26.37830687830688	84.948474454672	JADE1
GO_Biological_Process_2018	negative regulation of sprouting angiogenesis (GO:1903671)	1/22	0.0399394201291641	0.1191113679958258	0	0	26.37830687830688	84.948474454672	KLF2
GO_Biological_Process_2018	glutathione derivative biosynthetic process (GO:1901687)	1/22	0.0399394201291641	0.1191113679958258	0	0	26.37830687830688	84.948474454672	GSTA4
GO_Biological_Process_2018	hematopoietic progenitor cell differentiation (GO:0002244)	1/22	0.0399394201291641	0.1191113679958258	0	0	26.37830687830688	84.948474454672	PRRC2C
GO_Biological_Process_2018	negative regulation of actin filament polymerization (GO:0030837)	1/22	0.0399394201291641	0.1191113679958258	0	0	26.37830687830688	84.948474454672	TMSB4X
GO_Biological_Process_2018	positive regulation of ATP metabolic process (GO:1903580)	1/23	0.0417174831924768	0.1211964813436611	0	0	25.178030303030305	79.98644731441095	TMSB4X
GO_Biological_Process_2018	regulation of interleukin-8 secretion (GO:2000482)	1/23	0.0417174831924768	0.1211964813436611	0	0	25.178030303030305	79.98644731441095	TMSB4X
GO_Biological_Process_2018	positive regulation of ion transmembrane transporter activity (GO:0032414)	1/23	0.0417174831924768	0.1211964813436611	0	0	25.178030303030305	79.98644731441095	TMSB4X
GO_Biological_Process_2018	regulation of intracellular signal transduction (GO:1902531)	3/422	0.042706866280225	0.1221409943311758	0	0	4.115681594833638	12.97837210398446	AKAP12;TMSB4X;HSPB1
GO_Biological_Process_2018	positive regulation of purine nucleotide biosynthetic process (GO:1900373)	1/24	0.0434923421950774	0.1221409943311758	0	0	24.082125603864736	75.50156731119475	TMSB4X
GO_Biological_Process_2018	negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	1/24	0.0434923421950774	0.1221409943311758	0	0	24.082125603864736	75.50156731119475	JADE1
GO_Biological_Process_2018	negative regulation of oxidative stress-induced cell death (GO:1903202)	1/24	0.0434923421950774	0.1221409943311758	0	0	24.082125603864736	75.50156731119475	HSPB1
GO_Biological_Process_2018	organonitrogen compound biosynthetic process (GO:1901566)	2/181	0.0441094518515581	0.1228502915204554	0	0	6.315722266560256	19.71188197875897	GSTA4;ASNS
GO_Biological_Process_2018	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	1/25	0.0452640027356933	0.1230158784026504	0	0	23.077546296296298	71.43061833824453	HSPB1
GO_Biological_Process_2018	positive regulation of nitric oxide metabolic process (GO:1904407)	1/25	0.0452640027356933	0.1230158784026504	0	0	23.077546296296298	71.43061833824453	KLF2
GO_Biological_Process_2018	positive regulation of nitric oxide biosynthetic process (GO:0045429)	1/25	0.0452640027356933	0.1230158784026504	0	0	23.077546296296298	71.43061833824453	KLF2
GO_Biological_Process_2018	regulation of viral entry into host cell (GO:0046596)	1/26	0.0470324704132764	0.1262123650605237	0	0	22.15333333333333	67.72090251278901	IFITM1
GO_Biological_Process_2018	RNA metabolic process (GO:0016070)	2/191	0.0485739385187433	0.1262123650605237	0	0	5.978533635676492	18.083080190085703	PABPN1;HNRNPA0
GO_Biological_Process_2018	phagosome acidification (GO:0090383)	1/27	0.0487977508038484	0.1262123650605237	0	0	21.30021367521368	64.32815883418561	ATP6V0C
GO_Biological_Process_2018	negative regulation of cell-matrix adhesion (GO:0001953)	1/27	0.0487977508038484	0.1262123650605237	0	0	21.30021367521368	64.32815883418561	RCC2
GO_Biological_Process_2018	purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	1/27	0.0487977508038484	0.1262123650605237	0	0	21.30021367521368	64.32815883418561	CHCHD10
GO_Biological_Process_2018	RNA processing (GO:0006396)	2/193	0.0494860473089636	0.1262123650605237	0	0	5.915332834704563	17.781872168376847	PABPN1;HNRNPA0
GO_Biological_Process_2018	cellular response to tumor necrosis factor (GO:0071356)	2/194	0.049944457106228	0.1262123650605237	0	0	5.88422619047619	17.6341064759796	TMSB4X;YBX3
GO_Biological_Process_2018	cellular amino acid biosynthetic process (GO:0008652)	1/28	0.0505598495049575	0.1262123650605237	0	0	20.51028806584362	61.2149546027372	ASNS
GO_Biological_Process_2018	regulation of mRNA processing (GO:0050684)	1/28	0.0505598495049575	0.1262123650605237	0	0	20.51028806584362	61.2149546027372	PABPN1
GO_Biological_Process_2018	hydrogen ion transmembrane transport (GO:1902600)	1/28	0.0505598495049575	0.1262123650605237	0	0	20.51028806584362	61.2149546027372	ATP6V0C
GO_Biological_Process_2018	regulation of NIK/NF-kappaB signaling (GO:1901222)	1/28	0.0505598495049575	0.1262123650605237	0	0	20.51028806584362	61.2149546027372	TMSB4X
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	1/29	0.0523187720746184	0.1268447927276719	0	0	19.776785714285715	58.34942939474461	KLF2
GO_Biological_Process_2018	regulation of keratinocyte differentiation (GO:0045616)	1/29	0.0523187720746184	0.1268447927276719	0	0	19.776785714285715	58.34942939474461	NME2
GO_Biological_Process_2018	striated muscle tissue development (GO:0014706)	1/29	0.0523187720746184	0.1268447927276719	0	0	19.776785714285715	58.34942939474461	MYLPF
GO_Biological_Process_2018	skeletal muscle organ development (GO:0060538)	1/29	0.0523187720746184	0.1268447927276719	0	0	19.776785714285715	58.34942939474461	MYLPF
GO_Biological_Process_2018	negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	1/30	0.0540745240778647	0.127587614979369	0	0	19.09386973180077	55.70430487305193	RCC2
GO_Biological_Process_2018	positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	1/30	0.0540745240778647	0.127587614979369	0	0	19.09386973180077	55.70430487305193	KLF2
GO_Biological_Process_2018	negative regulation of transferase activity (GO:0051348)	1/30	0.0540745240778647	0.127587614979369	0	0	19.09386973180077	55.70430487305193	CHCHD10
GO_Biological_Process_2018	regulation of autophagy (GO:0010506)	2/203	0.0541395517568242	0.127587614979369	0	0	5.6181947405828	16.38372486085176	HSPB1;ATP6V0C
GO_Biological_Process_2018	positive regulation of interleukin-1 beta production (GO:0032731)	1/31	0.0558271110621512	0.127984601550646	0	0	18.45648148148148	53.25609732919314	HSPB1
GO_Biological_Process_2018	nucleobase-containing small molecule interconversion (GO:0015949)	1/31	0.0558271110621512	0.127984601550646	0	0	18.45648148148148	53.25609732919314	NME2
GO_Biological_Process_2018	proton transport (GO:0015992)	1/31	0.0558271110621512	0.127984601550646	0	0	18.45648148148148	53.25609732919314	ATP6V0C
GO_Biological_Process_2018	anterograde axonal transport (GO:0008089)	1/31	0.0558271110621512	0.127984601550646	0	0	18.45648148148148	53.25609732919314	HSPB1
GO_Biological_Process_2018	ATP biosynthetic process (GO:0006754)	1/32	0.0575765385764463	0.1293552900017493	0	0	17.86021505376344	50.9844862770809	CHCHD10
GO_Biological_Process_2018	regulation of nitric oxide biosynthetic process (GO:0045428)	1/32	0.0575765385764463	0.1293552900017493	0	0	17.86021505376344	50.9844862770809	KLF2
GO_Biological_Process_2018	phagosome maturation (GO:0090382)	1/32	0.0575765385764463	0.1293552900017493	0	0	17.86021505376344	50.9844862770809	ATP6V0C
GO_Biological_Process_2018	regulation of translation (GO:0006417)	2/213	0.0589429418106184	0.1298168032143843	0	0	5.3492213947190255	15.144637465756867	RPL13A;HSPB1
GO_Biological_Process_2018	intracellular pH reduction (GO:0051452)	1/33	0.0593228121513803	0.1298168032143843	0	0	17.30121527777778	48.8718043349592	ATP6V0C
GO_Biological_Process_2018	cellular response to glucose starvation (GO:0042149)	1/33	0.0593228121513803	0.1298168032143843	0	0	17.30121527777778	48.8718043349592	ASNS
GO_Biological_Process_2018	platelet aggregation (GO:0070527)	1/33	0.0593228121513803	0.1298168032143843	0	0	17.30121527777778	48.8718043349592	HSPB1
GO_Biological_Process_2018	negative regulation of apoptotic process (GO:0043066)	3/485	0.0599963930032962	0.1304437705942634	0	0	3.5662069807175985	10.033419332460156	NME2;ASNS;HSPB1
GO_Biological_Process_2018	positive regulation of ATPase activity (GO:0032781)	1/35	0.0628059195635094	0.1339594613474853	0	0	16.28186274509804	45.063408386674496	TMSB4X
